customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Tenure Group,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Monthly Charge Group,TotalCharges,Churn_Numeric,Churn,SeniorCitizenText
9651-GTSAQ,Female,0,Yes,No,53,Long,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,High,5769.75,,Yes,No
3186-BAXNB,Female,0,No,No,1,New,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.7,High,91.7,,Yes,No
4672-FOTSD,Male,0,No,No,12,New,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.25,Medium,832.3,,No,No
0637-YLETY,Female,0,No,No,16,Medium,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.6,High,1555.65,,Yes,No
9818-XQCUV,Female,0,No,No,2,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,Low,45.3,,No,No
7338-ERIVA,Male,0,No,Yes,39,Long,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.05,Medium,1790.6,,No,No
1157-BQCUW,Male,0,No,No,1,New,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,High,74.95,,Yes,No
8259-NFJTV,Female,0,Yes,Yes,7,New,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.65,Low,246.6,,No,No
3223-DWFIO,Male,1,No,No,4,New,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.35,Medium,261.65,,No,Yes
2660-EMUBI,Male,1,No,No,10,New,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,High,898.35,,Yes,Yes
6968-GMKPR,Female,0,No,No,55,Long,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.55,High,4509.5,,No,No
4751-ERMAN,Male,0,Yes,Yes,72,Long,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.4,High,5480.25,,No,No
1436-ZMJAN,Female,0,Yes,No,10,New,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.8,Medium,653.15,,No,No
3292-PBZEJ,Male,1,No,No,11,New,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4,High,1183.05,,No,Yes
0799-DDIHE,Female,0,Yes,Yes,15,Medium,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.3,Medium,639.45,,No,No
3070-FNFZQ,Female,0,Yes,Yes,23,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,Low,478.75,,No,No
2812-SFXMJ,Male,0,No,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,Low,20.05,,No,No
7675-OZCZG,Female,1,No,No,3,New,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45,Medium,127.1,,Yes,Yes
5014-WUQMG,Male,0,Yes,Yes,47,Long,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.1,High,4391.45,,No,No
5312-TSZVC,Female,0,No,Yes,15,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,Low,270.6,,No,No
2003-CKLOR,Male,0,No,No,66,Long,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.5,High,6710.5,,Yes,No
0993-OSGPT,Female,1,Yes,No,68,Long,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),60.65,Medium,3975.9,,No,Yes
9254-RBFON,Female,0,Yes,Yes,17,Medium,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,High,1704.95,,Yes,No
1205-WNWPJ,Female,0,No,No,7,New,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.5,Medium,415.95,,Yes,No
9391-EOYLI,Male,1,Yes,No,12,New,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.45,High,950.2,,Yes,Yes
7108-DGVUU,Female,1,Yes,No,21,Medium,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),71.7,High,1497.05,,No,Yes
2782-JEEBU,Male,0,No,No,21,Medium,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36,Medium,780.15,,No,No
5127-BZENZ,Female,0,Yes,Yes,56,Long,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),65.2,Medium,3512.15,,No,No
2720-FVBQP,Female,0,Yes,Yes,6,New,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95,Medium,273.25,,No,No
9906-NHHVC,Female,1,No,No,65,Long,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.5,Medium,3517.9,,No,Yes
4522-XRWWI,Male,0,Yes,No,42,Long,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.45,High,3375.9,,No,No
3766-EJLFL,Female,0,Yes,Yes,68,Long,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.05,High,7508.55,,No,No
5939-SXWHM,Male,0,Yes,Yes,48,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.3,Low,1245.05,,No,No
8152-UOBNY,Female,1,No,No,50,Long,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,106.8,High,5347.95,,No,Yes
7351-KYHQH,Female,1,No,No,7,New,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.95,Medium,493.65,,No,Yes
7643-RCHXS,Female,0,Yes,Yes,63,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.35,Low,1263.85,,No,No
8246-SHFGA,Male,0,No,No,17,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.1,Low,385.55,,No,No
8387-MOJJT,Female,0,Yes,Yes,42,Long,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.95,High,3384,,Yes,No
0620-XEFWH,Male,0,Yes,Yes,4,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.85,Low,84.2,,No,No
6485-QXWWE,Female,0,No,Yes,62,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26,Low,1638.7,,No,No
2761-OCIAX,Male,1,No,No,2,New,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,High,165.4,,Yes,Yes
7321-VGNKU,Female,0,Yes,No,2,New,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,High,120.25,,No,No
5327-CNLUQ,Male,0,Yes,No,48,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.9,High,4473.45,,No,No
7552-KEYGT,Male,0,Yes,No,27,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,Low,520.55,,No,No
5816-JMLGY,Female,0,Yes,Yes,70,Long,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4,High,5717.85,,No,No
3068-OMWZA,Male,1,No,No,1,New,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,High,88.8,,Yes,Yes
2927-QRRQV,Male,0,Yes,No,46,Long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,94.65,High,4312.5,,No,No
6032-KRXXO,Male,0,No,No,30,Medium,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.25,High,2755.35,,Yes,No
7459-RRWQZ,Female,0,No,No,15,Medium,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.65,Medium,994.55,,Yes,No
6265-SXWBU,Male,0,Yes,Yes,69,Long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),95.75,High,6511.25,,No,No
7941-RCJOW,Male,0,No,No,65,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.55,Low,1218.65,,No,No
6374-NTQLP,Male,1,Yes,Yes,72,Long,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.1,High,7447.7,,No,Yes
4154-AQUGT,Male,1,Yes,No,13,Medium,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.05,High,1169.35,,Yes,Yes
2387-KDZQY,Male,0,No,No,17,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.1,Low,279.5,,No,No
3584-WKTTW,Male,0,Yes,No,51,Long,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.55,High,5720.35,,No,No
3399-BMLVW,Male,0,Yes,Yes,51,Long,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),60.5,Medium,3121.45,,No,No
1971-DTCZB,Female,0,Yes,No,72,Long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.95,High,6468.6,,No,No
3092-IGHWF,Male,0,Yes,Yes,67,Long,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,87.4,High,5918.8,,Yes,No
3374-PZLXD,Male,0,No,No,34,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,Low,675.6,,No,No
3813-DHBBB,Male,0,Yes,No,67,Long,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),50.95,Medium,3521.7,,No,No
2812-REYAT,Female,0,Yes,No,49,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,Low,923.1,,No,No
6518-PPLMZ,Male,0,Yes,Yes,53,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.4,Low,1110.35,,No,No
4939-KYYPY,Male,0,No,No,27,Medium,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.45,Medium,1611.65,,No,No
8017-LXHFA,Female,1,No,No,23,Medium,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,High,2293.6,,Yes,Yes
5930-GBIWP,Male,0,No,No,69,Long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),81.5,High,5553.25,,No,No
6022-KOUQO,Female,0,Yes,Yes,2,New,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.05,Low,44.75,,No,No
6352-TWCAU,Female,0,No,No,35,Medium,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.45,High,3029.1,,Yes,No
2361-UPSND,Female,0,Yes,No,46,Long,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.6,High,3231.05,,No,No
6035-RIIOM,Female,0,No,No,54,Long,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.2,High,5129.45,,No,No
2929-QNSRW,Female,0,Yes,No,56,Long,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,98.25,High,5508.35,,Yes,No
1262-OPMFY,Female,0,Yes,No,9,New,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.75,High,655.9,,Yes,No
9504-DSHWM,Male,0,No,No,20,Medium,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.2,Medium,1191.2,,No,No
5035-BVCXS,Male,0,No,No,11,New,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.9,High,866.4,,No,No
6267-DCFFZ,Female,1,Yes,No,30,Medium,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.05,High,2627.2,,No,Yes
3533-UVMOM,Male,0,Yes,No,68,Long,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),70.95,High,4741.45,,No,No
2439-LYPMQ,Male,1,Yes,No,38,Long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.6,High,4009.2,,No,Yes
4248-QPAVC,Female,1,Yes,No,17,Medium,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.35,High,1463.45,,Yes,Yes
1899-VXWXM,Male,0,No,No,48,Long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.1,High,5082.8,,Yes,No
1478-VPOAD,Female,0,No,No,1,New,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.8,Medium,43.8,,No,No
9995-HOTOH,Male,0,Yes,Yes,63,Long,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,59,Medium,3707.6,,No,No
2988-PLAHS,Female,0,No,No,3,New,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,69.95,Medium,220.45,,No,No
1371-OJCEK,Female,0,No,No,48,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.35,Low,1133.7,,No,No
4999-IEZLT,Male,0,No,No,66,Long,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),29.45,Low,1983.15,,No,No
8883-ANODQ,Female,0,Yes,Yes,68,Long,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),84.4,High,5746.75,,No,No
4690-LLKUA,Male,1,No,No,17,Medium,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.05,Medium,770.6,,Yes,Yes
2351-RRBUE,Female,0,Yes,Yes,7,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,Low,134.05,,No,No
5980-BDHPY,Male,0,Yes,No,72,Long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.1,High,6230.1,,No,No
1498-DQNRX,Female,0,Yes,No,29,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,Low,573.05,,No,No
9469-WEJBT,Male,0,Yes,No,37,Long,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.35,High,3419.3,,No,No
3331-HQDTW,Female,0,No,No,34,Medium,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.8,High,3587.25,,Yes,No
9490-DFPMD,Female,1,No,No,42,Long,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.65,High,3541.35,,Yes,Yes
2581-VKIRT,Female,0,Yes,Yes,59,Long,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,65.5,Medium,3801.3,,No,No
5442-XSDCW,Male,0,Yes,Yes,11,New,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.5,High,868.5,,Yes,No
7426-WEIJX,Male,1,Yes,Yes,60,Long,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,High,4859.1,,No,Yes
2851-MMUTZ,Female,0,No,No,27,Medium,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.15,Medium,1439.35,,No,No
3049-NDXFL,Female,0,No,No,1,New,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.8,High,85.8,,Yes,No
8580-AECUZ,Male,1,No,No,1,New,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.1,High,79.1,,Yes,Yes
3307-TLCUD,Male,0,Yes,No,17,Medium,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,34.4,Low,592.75,,No,No
6625-FLENO,Male,0,Yes,No,58,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,Low,1185.95,,No,No
2967-MXRAV,Male,0,Yes,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,Low,18.8,,No,No
7963-GQRMY,Female,0,Yes,Yes,3,New,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.3,Medium,134.5,,Yes,No
8189-HBVRW,Female,0,No,No,53,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.8,High,4921.2,,No,No
4163-KIUHY,Male,0,No,No,35,Medium,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.6,Low,901.25,,No,No
1228-FZFRV,Male,0,Yes,Yes,50,Long,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),105.95,High,5341.8,,Yes,No
3500-NSDOA,Male,0,Yes,Yes,68,Long,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),70.8,High,4859.95,,No,No
1171-TYKUR,Male,0,Yes,No,47,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.4,Low,1139.2,,No,No
3761-FLYZI,Female,1,Yes,No,65,Long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.8,High,7082.45,,No,Yes
2058-DCJBE,Male,0,No,No,5,New,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,Medium,324.6,,Yes,No
5364-XYIRR,Male,0,Yes,No,51,Long,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,High,4812.75,,Yes,No
4829-AUOAX,Female,0,No,No,46,Long,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.05,High,4399.5,,Yes,No
1219-NNDDO,Female,0,No,No,9,New,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.85,High,663.55,,No,No
8388-DMKAE,Female,0,No,No,8,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,Low,174.65,,No,No
4403-BWPAY,Male,0,No,No,14,Medium,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.8,Low,321.7,,No,No
9659-QEQSY,Female,0,No,No,45,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.65,High,5125.5,,No,No
5405-ZMYXQ,Female,0,No,No,8,New,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.6,High,548.9,,No,No
5047-LHVLY,Male,1,No,Yes,1,New,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.15,Medium,50.15,,Yes,Yes
1442-OKRJE,Male,0,Yes,Yes,66,Long,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.15,High,7031.3,,No,No
4737-AQCPU,Male,0,Yes,Yes,72,Long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),72.1,High,5016.65,,No,No
9158-VCTQB,Female,0,Yes,No,41,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.6,High,4594.95,,Yes,No
2808-CHTDM,Female,0,Yes,Yes,23,Medium,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,Low,611.45,,No,No
6311-UEUME,Female,0,No,No,29,Medium,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.9,High,2384.15,,Yes,No
0793-TWELN,Female,0,No,No,4,New,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.15,High,319.85,,No,No
3283-WCWXT,Male,0,Yes,Yes,6,New,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,Low,153.3,,No,No
1060-ENTOF,Female,1,Yes,No,67,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),105.4,High,7035.6,,No,Yes
0999-QXNSA,Male,1,No,Yes,7,New,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.75,Medium,344.2,,No,Yes
5451-MHQOF,Male,0,Yes,Yes,56,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.45,Low,1431.65,,No,No
4836-WNFNO,Female,0,Yes,No,72,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25,Low,1849.2,,No,No
9225-BZLNZ,Male,0,Yes,No,72,Long,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,85.25,High,6083.1,,No,No
0354-VXMJC,Male,0,Yes,Yes,23,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,Low,426.65,,No,No
4422-QVIJA,Female,0,No,Yes,35,Medium,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.15,Medium,1655.35,,No,No
9365-SRSZE,Male,1,Yes,No,27,Medium,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,High,1943.9,,No,Yes
6839-ITVZJ,Female,0,Yes,Yes,26,Medium,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.05,Medium,1616.15,,Yes,No
8332-OSJDW,Male,0,Yes,Yes,12,New,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.4,Low,314.95,,No,No
4735-BJKOU,Female,0,No,No,40,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,Low,804.85,,No,No
0274-JKUJR,Male,0,Yes,Yes,7,New,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,58.85,Medium,465.7,,No,No
5740-YHGTW,Male,0,Yes,Yes,70,Long,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.55,High,6669.05,,No,No
8917-SZTTJ,Male,0,Yes,Yes,60,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,Low,1161.75,,No,No
1696-MZVAU,Male,0,Yes,Yes,39,Long,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.25,Low,947.75,,No,No
7359-WWYJV,Male,0,Yes,No,72,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.45,High,8375.05,,No,No
0375-HVGXO,Female,0,No,No,1,New,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,34.7,Low,34.7,,Yes,No
4906-ZHGPK,Male,0,Yes,Yes,54,Long,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,70.7,High,3770,,No,No
8593-WHYHV,Male,0,No,No,3,New,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.3,High,264.8,,Yes,No
3795-GWTRD,Female,0,Yes,Yes,63,Long,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),75.55,High,4707.85,,No,No
1298-PHBTI,Male,0,Yes,Yes,71,Long,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,84.8,High,6152.4,,No,No
6223-DHJGV,Female,0,No,No,42,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.65,Low,958.1,,No,No
6961-MJKBO,Male,0,No,No,47,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.45,Low,943,,No,No
6097-EQISJ,Female,0,Yes,Yes,66,Long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),102.45,High,6615.15,,Yes,No
4423-YLHDV,Female,0,Yes,No,21,Medium,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.4,High,2200.25,,Yes,No
8158-WPEZG,Male,0,No,No,11,New,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,35.65,Medium,425.1,,No,No
0107-YHINA,Male,0,No,Yes,1,New,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.75,High,99.75,,Yes,No
4918-FYJNT,Female,1,Yes,No,55,Long,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.45,High,5044.8,,No,Yes
0727-BNRLG,Male,0,No,No,69,Long,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),97.65,High,6743.55,,No,No
4854-CIDCF,Female,1,No,No,3,New,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.85,High,196.4,,No,Yes
